SACC code(d),Country of birth(d),2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23(e)
1101,Australia,15790,16730,17480,17660,18780,18600,18260,17240,17300,15740,15830,16220,17030,16300,16690,20220,18300,12560,10890
1102,Norfolk Island(f),10,10,20,20,10,10,10,10,10,10,10,30,40,0,0,0,0,0,0
1199,"Aust E T, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,New Zealand,9070,8660,8390,8530,7500,7120,9250,8420,7830,6130,5240,6300,5800,4870,4600,3360,5200,3610,5140
1301,New Caledonia,80,70,60,80,70,80,80,50,50,40,70,60,70,40,40,20,30,30,40
1302,PNG,230,250,210,250,210,160,210,190,220,160,190,180,150,150,150,180,90,170,320
1303,Solomon Islands,60,40,30,30,40,40,50,40,40,40,30,40,20,40,30,90,420,740,190
1304,Vanuatu,50,50,30,30,40,40,50,30,40,30,20,30,30,50,80,410,1070,460,510
1401,Guam,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,Kiribati,20,30,20,20,20,20,10,10,10,10,10,10,10,10,10,30,70,20,180
1403,Marshall Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,"Micronesia, F S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,Nauru,0,10,10,0,0,0,0,0,10,0,0,10,0,0,10,10,0,0,20
1406,N Mariana Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,Cook Islands,160,170,150,160,150,130,140,160,150,160,140,140,130,90,100,90,70,50,100
1502,Fiji,1360,1410,1320,1400,1420,1480,1330,1240,1200,1220,1060,1040,1190,1230,1650,1510,930,1570,3280
1503,French Poly,30,20,20,30,20,30,30,20,30,20,20,20,20,10,20,10,0,10,20
1504,Niue,30,20,20,30,20,30,20,20,30,10,10,30,20,10,10,10,10,10,10
1505,Samoa,560,640,550,530,620,540,710,820,1070,920,760,800,890,760,740,740,680,840,860
1506,Samoa American,10,10,10,20,10,10,10,30,20,10,20,20,10,20,20,10,10,10,20
1507,Tokelau,40,50,20,40,40,30,30,40,40,20,30,20,20,20,30,10,10,10,20
1508,Tonga,280,260,260,470,430,360,500,480,330,450,330,340,370,470,530,870,710,710,620
1511,Tuvalu,10,10,0,0,10,0,0,10,0,0,10,0,10,10,10,10,0,10,30
1512,Wallis/Futuna,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,Pitcairn Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,"Polynesia, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,Adelie Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,Argentinian A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,Australian A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,British A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,Chilean A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,Queen Maud Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,Ross Dependency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,"UK, CIs & IOM",12090,12760,13190,15570,13680,12180,13940,13160,13450,11640,11000,10770,11650,10610,10080,9210,4740,5800,10300
2201,Ireland,1910,2100,2380,3330,3920,2840,4070,3960,2790,1760,1370,1420,1810,2050,2020,1910,440,1440,4780
2301,Austria,180,170,180,190,190,160,170,190,120,100,120,120,130,100,110,90,50,80,110
2302,Belgium,120,150,210,210,180,210,210,190,200,220,230,280,240,280,230,260,60,130,220
2303,France,1170,1350,1460,1910,2050,2240,2440,2080,2160,2290,2290,2300,2280,2250,2190,2220,480,1040,2150
2304,Germany,1840,1950,2180,2690,2040,2030,2100,1750,1630,1600,1640,2080,2370,1620,1440,1580,450,840,1460
2305,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2306,Luxembourg,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,10,0,10
2307,Monaco,0,0,0,0,10,10,0,0,10,0,10,10,10,0,0,0,10,0,0
2308,Netherlands,600,680,650,770,630,660,720,570,570,570,660,710,890,650,570,640,210,340,540
2311,Switzerland,370,350,310,380,350,300,320,310,320,290,260,250,260,270,250,230,150,140,220
2401,Denmark,240,210,210,230,230,200,220,220,230,180,200,180,180,170,130,160,80,110,170
2402,Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,Finland,140,150,140,190,150,160,170,180,150,130,180,150,180,180,140,140,30,70,100
2404,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,Iceland,20,10,10,10,20,10,10,10,10,10,10,10,20,10,20,10,10,0,10
2406,Norway,290,210,220,230,190,230,230,180,160,180,140,150,160,160,140,120,40,100,110
2407,Sweden,490,550,520,560,490,530,580,570,570,510,540,570,510,490,400,340,160,220,320
2408,Aland Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3101,Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102,Gibraltar,0,0,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0
3103,Holy See,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3104,Italy,640,630,750,720,890,970,1150,1470,2220,2230,2070,1700,1630,1350,1270,1310,220,660,1360
3105,Malta,80,60,90,80,60,50,70,70,60,50,40,40,50,50,40,40,20,20,30
3106,Portugal,180,170,140,170,160,160,180,240,320,240,190,250,190,190,130,140,70,90,170
3107,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3108,Spain,310,260,250,360,280,330,450,580,650,660,750,780,850,840,840,910,180,430,1060
3201,Albania,20,20,10,20,30,20,20,20,40,50,60,40,50,50,60,50,10,20,50
3202,Bosnia/Herzegov,170,150,140,120,120,100,110,130,120,130,130,110,90,80,80,90,60,60,60
3203,Bulgaria,80,60,70,60,60,40,40,60,80,90,90,110,90,90,60,60,30,30,50
3204,Croatia,190,170,140,150,130,150,130,150,190,160,130,100,140,80,110,110,80,60,80
3205,Cyprus,60,70,70,60,50,60,50,80,80,80,80,60,70,40,40,60,20,30,50
3206,North Macedonia,260,280,280,270,220,220,180,170,220,270,210,200,220,220,160,180,80,130,200
3207,Greece,310,350,260,270,270,240,350,730,750,570,450,400,370,330,240,290,130,140,200
