SACC code,Country of birth,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,Territory
1302,PNG,160,140,180,200,160,140,160,220,160,100,120,140,130,100,100,140,20,80,150,Victoria
1303,Solomon Islands,10,20,20,10,10,10,20,30,30,20,30,20,20,10,20,100,50,300,460,Victoria
1304,Vanuatu,10,10,10,10,10,10,0,20,20,10,10,20,20,10,50,830,300,500,590,Victoria
1401,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
1402,Kiribati,10,10,10,10,0,10,0,10,10,10,10,10,10,10,20,60,0,30,120,Victoria
1403,Marshall Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
1404,"Micronesia, F S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
1405,Nauru,20,20,30,10,10,10,0,20,10,10,10,10,10,10,10,20,0,10,10,Victoria
1406,N Mariana Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
1407,Palau,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
1501,Cook Islands,120,120,80,100,150,100,110,160,150,90,100,120,80,80,100,80,20,40,100,Victoria
1502,Fiji,410,460,520,650,530,430,490,440,510,480,390,470,520,500,660,590,110,1210,1940,Victoria
1503,French Poly,0,0,0,10,10,10,10,10,10,0,10,10,10,10,0,10,0,0,10,Victoria
1504,Niue,10,10,10,20,10,10,10,10,10,10,0,10,10,10,10,10,0,0,10,Victoria
1505,Samoa,320,310,270,290,430,380,540,760,980,730,710,840,880,820,740,710,380,730,920,Victoria
1506,Samoa American,10,0,0,10,10,10,10,20,30,20,20,20,20,20,20,10,0,10,10,Victoria
1507,Tokelau,0,0,0,10,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,Victoria
1508,Tonga,70,70,90,70,110,130,140,170,150,190,160,140,150,130,190,510,70,120,360,Victoria
1511,Tuvalu,0,0,0,10,0,10,0,0,10,10,10,0,10,10,10,10,0,10,0,Victoria
1512,Wallis/Futuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
1513,Pitcairn Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
1599,"Polynesia, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
1601,Adelie Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
1602,Argentinian A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
1603,Australian A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
1604,British A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
1605,Chilean A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
1606,Queen Maud Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
1607,Ross Dependency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
2100,"UK, CIs & IOM",6670,7470,7750,8240,8110,7730,8930,9080,8320,7060,7030,7130,7530,7140,6950,6410,1220,3560,7140,Victoria
2201,Ireland,670,690,820,1150,1500,1390,2330,2630,1760,1140,840,870,1080,1260,1490,1390,110,720,2840,Victoria
2301,Austria,100,90,80,80,100,60,90,80,90,70,80,50,80,70,50,70,20,40,70,Victoria
2302,Belgium,70,60,90,120,90,100,130,140,150,120,160,160,180,200,210,230,20,90,170,Victoria
2303,France,420,520,610,710,850,970,1210,1070,1160,1180,1390,1410,1420,1520,1530,1660,150,630,1430,Victoria
2304,Germany,890,920,1090,1340,1030,1140,1140,1070,990,910,1110,1260,1420,1100,1070,1180,180,540,980,Victoria
2305,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
2306,Luxembourg,0,10,10,10,0,0,10,0,10,0,10,10,10,0,10,10,0,10,10,Victoria
2307,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
2308,Netherlands,340,460,390,500,440,370,390,390,370,330,370,430,480,470,450,410,50,180,370,Victoria
2311,Switzerland,130,150,160,170,160,170,170,160,140,110,160,150,170,130,110,120,50,120,130,Victoria
2401,Denmark,120,100,100,110,120,100,110,120,130,90,100,110,110,130,130,100,20,60,120,Victoria
2402,Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
2403,Finland,70,70,80,70,80,90,90,100,100,140,110,100,120,120,110,60,20,40,80,Victoria
2404,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
2405,Iceland,10,10,0,10,10,10,10,0,10,10,10,10,10,0,10,10,0,10,10,Victoria
2406,Norway,120,120,90,130,100,130,120,110,110,100,80,100,70,100,70,60,10,70,60,Victoria
2407,Sweden,190,210,210,220,250,280,300,270,290,340,300,290,280,270,230,190,50,110,170,Victoria
2408,Aland Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
3101,Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
3102,Gibraltar,10,0,0,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,Victoria
3103,Holy See,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
3104,Italy,440,440,480,520,570,560,780,1070,1690,1710,1350,1350,1200,1140,1000,990,90,490,1130,Victoria
3105,Malta,130,110,120,110,80,90,90,70,70,50,50,40,50,50,50,70,10,20,40,Victoria
3106,Portugal,60,70,70,70,80,60,70,100,120,100,100,90,110,70,60,90,20,60,100,Victoria
3107,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
3108,Spain,120,110,130,140,160,170,200,340,370,330,290,320,370,410,440,420,50,160,420,Victoria
3201,Albania,100,120,100,90,120,90,60,100,110,160,130,110,110,130,80,100,10,60,110,Victoria
3202,Bosnia/Herzegov,150,130,150,130,140,140,120,120,110,120,110,120,110,100,80,80,30,70,90,Victoria
3203,Bulgaria,50,40,60,40,50,40,40,30,70,70,60,70,50,50,50,50,10,20,30,Victoria
3204,Croatia,170,130,120,120,110,110,150,120,120,120,120,120,120,80,90,110,30,60,60,Victoria
3205,Cyprus,50,60,50,50,60,70,80,70,100,110,70,60,90,50,60,50,30,40,50,Victoria
3206,North Macedonia,330,310,280,300,280,280,270,260,260,310,230,240,260,260,220,160,60,170,340,Victoria
3207,Greece,360,380,330,290,290,280,460,1160,1330,950,620,660,560,440,320,350,50,200,280,Victoria
3208,Moldova,10,20,20,20,20,20,20,20,20,20,20,10,10,20,20,20,10,10,30,Victoria
3211,Romania,170,210,190,180,200,200,150,180,170,190,160,140,150,130,120,120,20,70,110,Victoria
3212,Slovenia,20,30,30,40,30,40,40,40,50,40,50,40,40,20,30,30,10,10,10,Victoria
3214,Montenegro,10,10,20,10,10,20,10,10,10,10,20,10,10,10,10,10,0,10,10,Victoria
3215,Serbia,80,80,120,130,130,110,90,110,120,150,130,120,140,110,90,70,30,60,80,Victoria
3216,Kosovo,0,0,0,0,10,10,10,10,10,10,10,20,20,20,10,20,0,10,10,Victoria
3301,Belarus,30,30,20,20,20,20,20,30,30,30,30,30,30,20,20,30,10,30,50,Victoria
3302,Czechia,70,70,70,60,60,60,80,80,90,90,70,70,70,60,80,70,10,30,60,Victoria
3303,Estonia,30,30,40,30,90,100,90,90,150,120,100,100,120,100,90,70,10,20,80,Victoria
3304,Hungary,70,80,100,90,90,100,90,110,120,90,80,100,80,60,80,70,20,50,90,Victoria
3305,Latvia,60,40,50,50,60,50,50,50,40,30,40,20,60,20,20,30,0,20,30,Victoria
3306,Lithuania,30,30,30,40,30,40,60,50,60,40,40,50,50,60,50,30,10,30,60,Victoria
3307,Poland,340,270,260,260,240,280,260,270,310,230,290,280,340,250,250,260,60,160,220,Victoria
3308,Russia,300,250,230,320,360,280,320,300,360,300,330,320,350,340,310,330,80,330,590,Victoria
3311,Slovakia,50,30,40,40,40,30,30,50,60,40,40,40,50,40,30,30,0,10,30,Victoria
3312,Ukraine,140,140,140,160,140,140,140,180,200,180,180,170,190,170,180,140,40,1120,480,Victoria
4101,Algeria,10,10,10,10,10,10,20,20,20,10,20,30,20,20,20,20,10,10,20,Victoria
4102,Egypt,380,400,410,410,380,390,370,430,520,470,370,430,400,400,370,370,110,350,460,Victoria
4103,Libya,10,10,30,50,70,90,150,30,30,20,20,20,20,30,30,20,10,20,20,Victoria
4104,Morocco,20,30,30,30,20,20,50,20,50,30,50,40,40,50,60,50,10,40,50,Victoria
4105,Sudan,2030,1350,890,310,340,250,270,210,210,200,190,190,220,180,140,130,100,150,220,Victoria
4106,Tunisia,10,0,10,0,0,10,10,10,10,10,10,10,10,20,20,10,0,10,10,Victoria
4107,Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
4108,Sp North Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
4111,South Sudan,0,0,0,0,0,0,0,10,20,40,100,100,180,90,40,20,10,50,50,Victoria
4201,Bahrain,30,50,40,20,40,40,50,20,50,40,50,40,50,40,50,40,10,30,60,Victoria
4202,Gaza Str/W Bank,10,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
4203,Iran,350,420,590,520,700,820,1030,1140,1530,1200,1060,1050,1360,1180,1320,1190,410,1840,2320,Victoria
4204,Iraq,690,760,770,730,1200,830,1040,810,1350,1500,1230,1150,3200,1360,1630,1860,130,1490,1010,Victoria
4205,Israel,330,310,370,470,350,290,290,250,260,280,250,260,360,320,290,370,70,180,280,Victoria
4206,Jordan,50,50,60,80,70,70,80,70,60,70,90,110,170,100,140,130,50,130,120,Victoria
4207,Kuwait,60,70,80,90,110,150,190,210,170,150,160,180,170,170,170,140,50,160,210,Victoria
4208,Lebanon,520,490,630,640,550,570,480,510,520,510,490,410,490,500,510,500,230,540,520,Victoria
4211,Oman,60,70,80,90,70,70,50,50,60,70,100,150,160,110,80,60,20,60,60,Victoria
4212,Qatar,10,20,20,20,20,30,30,30,30,40,40,40,50,80,90,50,30,70,110,Victoria
4213,Saudi Arabia,150,220,420,950,1100,790,700,540,680,1120,1040,900,800,900,1660,850,90,720,930,Victoria
4214,Syria,90,80,100,100,130,110,150,180,130,290,590,480,2300,800,570,270,60,440,610,Victoria
4215,Turkey,610,510,480,550,630,590,530,440,450,430,430,560,780,780,720,750,190,520,1470,Victoria
4216,Unit Arab Emir,170,190,250,270,310,270,260,260,240,230,310,410,480,490,530,370,130,420,580,Victoria
4217,Yemen,10,10,10,10,10,10,0,10,10,10,10,20,30,40,30,20,0,20,50,Victoria
5101,Myanmar,210,360,720,960,910,780,560,880,1130,880,1080,930,770,840,1320,1010,70,640,780,Victoria
5102,Cambodia,370,400,460,460,500,660,560,640,550,660,680,810,800,1100,1030,910,150,1170,1320,Victoria
5103,Laos,70,40,90,70,80,110,70,80,60,60,60,80,90,70,70,90,0,90,200,Victoria
5104,Thailand,1140,1360,1710,1820,1860,1680,1390,1360,1570,1860,1940,2310,2490,2040,2410,1800,190,3240,6770,Victoria
5105,Vietnam,1790,2120,2870,4040,4720,3900,3300,3040,4460,4960,4050,4330,4410,4210,4740,4940,740,5000,8750,Victoria
5201,Brunei,60,50,80,80,70,50,60,70,60,50,60,90,70,60,70,50,10,70,70,Victoria
5202,Indonesia,1890,1910,1880,2060,2080,2210,1960,1810,1740,1800,1910,2140,2510,2400,2660,2430,280,2860,4220,Victoria
5203,Malaysia,3490,3550,3880,4220,4390,4280,4280,4380,4380,4710,6410,9610,9900,9760,6490,4340,480,3260,4050,Victoria
5204,Philippines,1710,2130,2770,3030,2920,2420,2470,3030,3280,3300,3270,3760,4040,4040,5940,5280,720,4410,11190,Victoria
5205,Singapore,1670,1530,1600,1850,1650,1630,1540,1530,1690,1290,1490,1490,1610,1480,1320,910,290,1490,1440,Victoria
5206,Timor-Leste,40,50,30,20,30,30,40,40,40,40,40,30,40,30,60,490,10,110,440,Victoria
6101,China,8250,8660,11490,14900,15090,15070,12530,12510,14440,17230,20930,24200,26640,28630,24840,20890,2570,15620,29330,Victoria
6102,Hong Kong,1420,1420,1380,1490,1290,1300,1280,1330,1560,1650,1640,1600,1480,1400,1490,1540,540,2890,3030,Victoria
6103,Macau,50,60,70,90,90,80,60,40,50,50,70,80,80,70,80,60,0,160,90,Victoria
6104,Mongolia,50,20,40,40,50,20,30,30,40,60,70,90,100,130,190,90,0,100,460,Victoria
6105,Taiwan,550,640,600,700,810,790,1120,1680,2590,2460,2430,2340,2580,2860,2240,1300,120,1410,2930,Victoria
6201,Japan,1190,1120,1160,1200,960,940,970,1120,1100,1180,1250,1350,1440,1280,1290,1020,260,1080,2160,Victoria
6202,"Korea, North",0,0,0,0,10,0,10,10,10,20,10,20,10,10,10,20,0,10,10,Victoria
6203,"Korea, South",1320,1880,2160,2530,2390,2010,1860,2070,2090,1850,1900,2010,2070,2040,1840,1110,150,1290,1720,Victoria
7101,Bangladesh,580,520,670,660,620,600,590,510,670,680,750,800,790,870,870,900,100,1200,1550,Victoria
7102,Bhutan,10,10,30,20,70,150,160,110,80,120,100,60,110,120,130,160,0,130,390,Victoria
7103,India,8210,11520,20150,23330,28980,14430,8720,10940,12200,16040,17880,19220,24300,27710,36520,32160,3130,26550,40780,Victoria
7104,Maldives,20,20,10,20,30,30,30,30,30,30,50,30,30,10,30,30,0,20,40,Victoria
7105,Nepal,130,160,560,1430,2760,620,270,490,650,1360,1290,1330,2610,3700,4550,2960,80,3420,4600,Victoria
7106,Pakistan,690,970,1410,1520,1540,1550,1710,2200,2480,2770,2830,2860,3050,3570,3500,3150,630,3530,5780,Victoria
7107,Sri Lanka,2170,2750,3640,4410,4260,2970,2630,2760,2850,2710,3100,3400,4400,4520,5260,5210,470,4540,7630,Victoria
7201,Afghanistan,390,780,800,670,590,600,840,680,960,1350,1210,1240,1330,1550,1480,1560,560,3330,3100,Victoria
7202,Armenia,0,10,10,10,10,10,10,20,10,20,10,10,10,10,10,10,0,20,20,Victoria
7203,Azerbaijan,10,10,0,10,10,10,10,0,10,10,20,20,10,10,10,10,0,10,10,Victoria
7204,Georgia,10,10,10,10,10,20,10,20,20,20,10,10,10,10,10,20,10,10,20,Victoria
7205,Kazakhstan,20,20,30,40,40,30,30,50,50,40,50,40,50,50,50,50,10,50,50,Victoria
7206,Kyrgyzstan,10,10,10,10,10,10,10,10,0,10,20,10,10,10,20,10,0,20,10,Victoria
7207,Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,Victoria
7208,Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
7211,Uzbekistan,20,20,30,30,40,20,20,20,20,20,20,30,30,30,40,30,0,30,50,Victoria
8101,Bermuda,10,0,0,0,10,0,10,0,10,10,10,0,0,0,0,10,0,0,0,Victoria
8102,Canada,710,760,740,910,870,890,1060,1060,950,920,950,1010,980,1030,1020,840,200,670,840,Victoria
8103,St Pierre/Mique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
8104,USA,1930,1940,2330,2370,2460,2250,2570,2930,2610,2200,2230,2150,2400,2310,2330,2200,660,1440,2000,Victoria
8201,Argentina,90,90,100,80,80,120,90,140,180,160,180,220,250,320,460,540,50,320,740,Victoria
8202,Bolivia,10,0,0,0,10,10,10,10,10,10,10,10,10,10,20,10,0,10,30,Victoria
8203,Brazil,140,280,350,350,330,360,250,340,440,910,710,1070,1360,1190,1160,800,50,570,1400,Victoria
8204,Chile,140,120,130,160,210,210,240,290,300,290,350,420,490,630,640,640,30,360,1240,Victoria
8205,Colombia,170,250,420,460,570,540,410,640,750,830,920,1320,1710,1840,2470,2190,50,850,7840,Victoria
8206,Ecuador,10,10,10,20,10,20,20,20,80,190,100,40,50,60,40,60,10,40,180,Victoria
8207,Falkland Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
8208,French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
8211,Guyana,0,10,0,10,0,0,10,10,10,10,10,0,10,0,10,0,0,0,0,Victoria
8212,Paraguay,0,10,0,10,0,10,0,0,0,10,0,0,20,20,20,20,0,30,30,Victoria
8213,Peru,60,100,120,140,130,100,80,100,90,80,90,90,110,140,150,180,10,110,430,Victoria
8214,Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
8215,Uruguay,30,20,20,20,20,10,20,20,20,20,30,30,30,40,60,50,10,20,60,Victoria
8216,Venezuela,30,40,60,110,100,160,140,130,120,130,180,200,210,100,80,100,10,50,150,Victoria
8299,"S America, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
8301,Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
8302,Costa Rica,0,0,10,10,10,10,10,10,10,10,10,10,10,10,20,10,0,10,20,Victoria
8303,El Salvador,40,40,30,40,50,40,60,30,40,30,30,40,40,30,50,20,10,30,30,Victoria
8304,Guatemala,10,10,10,0,10,0,10,0,10,10,10,20,10,10,20,10,0,10,20,Victoria
8305,Honduras,0,0,10,0,0,0,0,10,0,10,0,0,0,10,0,0,10,10,10,Victoria
8306,Mexico,100,110,150,140,180,160,180,210,190,180,220,280,270,260,290,260,30,200,480,Victoria
8307,Nicaragua,0,0,0,0,0,0,10,0,0,10,10,10,0,10,0,0,0,10,0,Victoria
8308,Panama,0,0,0,0,10,0,10,0,10,0,0,10,10,10,10,10,0,10,10,Victoria
8401,Anguilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
8402,Antigua/Barbuda,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,Victoria
8403,Aruba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
8404,Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
8405,Barbados,0,0,10,10,0,0,10,10,10,0,0,0,0,0,0,10,0,0,0,Victoria
8406,Cayman Islands,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,Victoria
8407,Cuba,10,10,10,10,10,10,10,20,10,10,20,10,10,10,10,20,0,10,20,Victoria
8408,Dominica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
8411,Dominican Rep,0,10,0,0,0,0,0,10,10,10,10,10,10,10,0,10,0,0,10,Victoria
8412,Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
8413,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
8414,Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,10,Victoria
8415,Jamaica,10,10,10,10,10,10,10,10,10,20,20,10,20,20,20,20,0,10,20,Victoria
8416,Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
8417,Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
8421,Puerto Rico,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,Victoria
8422,St Kitts/Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
8423,St Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
8424,St Vinc/Grenad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
8425,Trinidad/Tobago,20,20,10,10,10,10,10,20,30,0,0,10,10,10,10,10,0,10,10,Victoria
8426,Turks/Caicos Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
8427,Turks/Caicos Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
8428,"Virgin Is, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
8431,St Barthelemy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
8432,St Martin (Fr),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
8433,Bonaire/SE/Saba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
8434,Curacao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
8435,Sint Maarten Dp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
9101,Benin,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
9102,Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
9103,Cameroon,10,20,10,10,10,10,10,10,10,10,20,10,10,10,20,10,0,10,10,Victoria
9104,Cabo Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
9105,Cent Africa Rep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
9106,Chad,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,Victoria
9107,"Congo, Rep",20,30,20,0,10,10,20,20,10,10,10,20,20,10,10,20,0,20,20,Victoria
9108,"Congo, Dem Rep",0,50,50,40,30,60,80,30,50,60,60,90,40,120,250,70,10,60,40,Victoria
9111,Cote d'Ivoire,30,10,10,30,20,30,10,10,10,10,0,0,10,0,10,10,0,10,10,Victoria
9112,Equator Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
9113,Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
9114,Gambia,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,Victoria
9115,Ghana,30,70,90,40,40,60,60,70,70,60,70,100,100,80,100,80,10,100,160,Victoria
9116,Guinea,20,20,10,10,10,40,10,10,0,10,10,10,20,10,10,0,0,10,10,Victoria
9117,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
9118,Liberia,180,60,80,50,80,90,20,30,30,30,30,30,50,20,10,10,10,20,40,Victoria
9121,Mali,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
9122,Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
9123,Niger,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
9124,Nigeria,50,70,110,120,130,140,150,150,200,230,220,270,390,320,230,250,40,410,560,Victoria
9125,Sao Tome/Princ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
9126,Senegal,0,10,0,0,10,10,10,10,0,0,10,10,0,10,10,10,0,0,10,Victoria
9127,Sierra Leone,20,50,50,30,20,40,20,30,30,20,20,10,10,20,10,10,0,30,20,Victoria
9128,Togo,0,0,10,30,0,10,0,10,0,0,0,0,10,0,0,0,0,0,0,Victoria
9201,Angola,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Victoria
9202,Botswana,70,30,40,40,30,40,30,20,30,10,10,20,30,20,20,30,0,30,50,Victoria
9203,Burundi,60,60,40,10,10,10,10,10,20,10,30,20,10,30,50,50,0,10,20,Victoria
9204,Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
9205,Djibouti,10,0,10,0,10,0,10,10,0,10,10,10,0,0,0,0,0,0,0,Victoria
9206,Eritrea,90,90,70,80,80,100,70,80,50,90,130,150,140,150,120,130,20,100,130,Victoria
9207,Ethiopia,310,290,340,300,390,380,370,420,310,460,490,410,450,310,310,340,130,350,370,Victoria
9208,Kenya,340,310,310,270,260,230,200,200,250,230,330,350,430,410,370,350,60,630,1090,Victoria
9211,Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,Victoria
9212,Madagascar,0,0,10,10,0,0,10,0,0,0,0,10,10,10,10,0,0,0,10,Victoria
9213,Malawi,10,10,10,20,10,10,20,10,10,20,10,20,20,10,60,20,0,30,20,Victoria
9214,Mauritius,390,630,730,1240,1370,440,270,340,290,310,360,340,390,370,360,280,30,340,420,Victoria
9215,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
9216,Mozambique,10,10,20,20,10,10,10,20,10,10,10,0,10,10,10,10,0,10,0,Victoria
9217,Namibia,20,20,20,20,20,10,10,20,20,10,10,10,10,20,20,20,0,10,30,Victoria
9218,Reunion,0,0,0,0,0,0,0,0,0,0,10,10,10,0,10,10,0,0,0,Victoria
9221,Rwanda,10,0,10,0,20,10,10,10,10,10,30,10,10,10,20,10,0,10,10,Victoria
9222,St Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
9223,Seychelles,20,20,20,20,20,20,20,10,10,20,10,10,10,10,10,10,0,10,0,Victoria
9224,Somalia,200,230,230,150,190,310,280,280,220,290,260,290,260,160,160,120,70,190,220,Victoria
9225,South Africa,1070,1280,1410,1780,1810,1250,1260,1250,1050,960,1040,1150,1390,1300,1450,1230,390,1130,1640,Victoria
9226,Eswatini,0,0,10,10,10,0,0,10,0,10,10,0,0,0,0,0,0,0,0,Victoria
9227,Tanzania,60,90,40,40,50,40,50,40,30,20,50,30,40,30,50,50,10,30,30,Victoria
9228,Uganda,40,40,70,40,40,60,50,40,40,60,80,50,60,60,70,40,10,70,100,Victoria
9231,Zambia,50,50,40,80,50,40,50,40,60,50,40,30,50,50,40,30,10,40,50,Victoria
9232,Zimbabwe,280,350,400,450,460,280,290,250,230,220,250,280,330,320,400,340,70,330,580,Victoria
9299,"S & E Afr, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
0,Inadequately Described,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria
1101,Australia,10000,10490,12130,11610,11880,11670,10990,10110,10360,9330,9350,10150,10390,10200,10530,13070,6060,6620,7130,Queensland
1102,Norfolk Island(f),20,20,20,20,20,20,10,20,20,20,10,30,30,0,0,0,0,0,0,Queensland
1199,"Aust E T, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Queensland
1201,New Zealand,12760,13360,16120,18650,16520,12410,16390,17370,14410,9910,7850,8060,7740,7520,7560,5570,3140,5550,9310,Queensland
1301,New Caledonia,100,60,90,90,100,110,70,40,40,50,50,50,60,40,50,50,20,50,60,Queensland
1302,PNG,810,910,910,1010,990,1000,960,900,900,820,770,980,890,730,810,870,180,740,1130,Queensland
1303,Solomon Islands,180,110,120,120,120,100,130,130,130,70,90,100,110,120,130,150,570,1170,720,Queensland
1304,Vanuatu,30,50,50,50,40,40,40,50,40,30,40,50,40,40,110,660,540,490,900,Queensland
1401,Guam,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0,Queensland
1402,Kiribati,40,30,40,40,50,50,10,20,20,10,10,20,50,50,50,50,0,100,220,Queensland
1403,Marshall Is,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Queensland
1404,"Micronesia, F S",20,10,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,Queensland
