SACC code(d),Country of birth(d),2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23(e)
1101,Australia,910,890,920,870,810,760,790,750,740,720,870,720,760,720,720,430,320,470,840
1102,Norfolk Island(f),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,"Aust E T, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,New Zealand,140,130,100,110,100,140,160,100,120,140,170,140,120,130,110,90,70,70,130
1301,New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,PNG,0,10,10,10,10,20,10,20,10,10,10,10,10,10,10,0,10,10,10
1303,Solomon Islands,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,10,0,10
1304,Vanuatu,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,50,30,250
1401,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,Marshall Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,"Micronesia, F S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,N Mariana Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,Fiji,10,10,0,0,0,0,10,0,0,0,10,10,10,0,10,10,0,10,20
1503,French Poly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,120
1506,Samoa American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,Tonga,0,0,10,0,0,0,0,0,0,0,0,0,0,10,10,0,40,50,170
1511,Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512,Wallis/Futuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,Pitcairn Is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,"Polynesia, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,Adelie Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,Argentinian A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,Australian A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,British A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,Chilean A T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,Queen Maud Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,Ross Dependency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,"UK, CIs & IOM",190,190,200,210,200,250,230,200,160,200,190,190,150,160,160,110,80,160,160
2201,Ireland,10,10,10,10,20,20,20,10,10,10,20,10,10,10,20,10,10,10,10
2301,Austria,0,10,0,10,10,0,10,0,0,0,0,10,0,0,0,0,0,0,0
2302,Belgium,0,0,0,0,10,10,10,0,0,10,10,0,10,10,0,10,10,0,0
2303,France,20,10,10,30,30,30,60,40,40,60,60,60,50,40,60,40,30,20,30
2304,Germany,40,40,30,50,50,50,50,20,40,40,30,70,70,30,60,40,30,20,30
2305,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2306,Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2307,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,Netherlands,10,10,10,20,20,20,20,10,20,10,10,20,20,20,20,10,20,20,20
2311,Switzerland,10,10,10,10,0,10,10,10,0,0,10,10,10,10,0,0,0,10,10
2401,Denmark,10,10,10,0,10,10,0,10,10,0,10,10,0,0,0,0,10,0,10
2402,Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,Finland,0,10,10,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0
2404,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,Norway,10,10,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0
2407,Sweden,10,0,0,10,10,10,10,0,10,0,10,10,10,0,0,0,0,10,0
2408,Aland Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3101,Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102,Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
